date,realtime_end,realtime_start,PPI
2017-07-01 00:00:00,2017-12-11 00:00:00,2017-08-10 00:00:00,193.4
2017-07-01 00:00:00,2018-06-30 00:00:00,2017-12-12 00:00:00,193.5
2017-08-01 00:00:00,2018-01-10 00:00:00,2017-09-13 00:00:00,193.7
2017-08-01 00:00:00,2018-06-30 00:00:00,2018-01-11 00:00:00,193.8
2017-09-01 00:00:00,2018-02-14 00:00:00,2017-10-12 00:00:00,194.5
2017-09-01 00:00:00,2018-06-30 00:00:00,2018-02-15 00:00:00,194.8
2017-10-01 00:00:00,2018-03-13 00:00:00,2017-11-14 00:00:00,194.8
2017-10-01 00:00:00,2018-06-30 00:00:00,2018-03-14 00:00:00,194.9
2017-11-01 00:00:00,2018-04-09 00:00:00,2017-12-12 00:00:00,195.8
2017-11-01 00:00:00,2018-06-30 00:00:00,2018-04-10 00:00:00,195.9
2017-12-01 00:00:00,2018-05-08 00:00:00,2018-01-11 00:00:00,196.4
2017-12-01 00:00:00,2018-06-30 00:00:00,2018-05-09 00:00:00,196.3
2018-01-01 00:00:00,2018-06-12 00:00:00,2018-02-15 00:00:00,197.8
2018-01-01 00:00:00,2018-06-30 00:00:00,2018-06-13 00:00:00,197.9
2018-02-01 00:00:00,2018-06-30 00:00:00,2018-03-14 00:00:00,199.3
2018-03-01 00:00:00,2018-06-30 00:00:00,2018-04-10 00:00:00,198.9
2018-04-01 00:00:00,2018-06-30 00:00:00,2018-05-09 00:00:00,200.0
2018-05-01 00:00:00,2018-06-30 00:00:00,2018-06-13 00:00:00,203.2
