date,realtime_end,realtime_start,RDPI
1997-11-01 00:00:00,1998-03-01 00:00:00,1998-02-02 00:00:00,5297.0
1997-11-01 00:00:00,1998-03-26 00:00:00,1998-03-02 00:00:00,5293.7
1997-11-01 00:00:00,1998-08-02 00:00:00,1998-03-27 00:00:00,5293.6
1997-11-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,5239.7
1997-11-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,5976.5
1997-11-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,5954.8
1997-11-01 00:00:00,2003-12-22 00:00:00,2000-08-01 00:00:00,5950.4
1997-11-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1997-11-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6409.7
1997-11-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7242.1
1997-11-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7238.8
1997-11-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,7898.6
1997-11-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,7898.4
1997-12-01 00:00:00,1998-03-01 00:00:00,1998-02-02 00:00:00,5320.3
1997-12-01 00:00:00,1998-03-26 00:00:00,1998-03-02 00:00:00,5315.2
1997-12-01 00:00:00,1998-08-02 00:00:00,1998-03-27 00:00:00,5316.1
1997-12-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,5246.5
1997-12-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,5992.8
1997-12-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,5971.7
1997-12-01 00:00:00,2003-12-22 00:00:00,2000-08-01 00:00:00,5972.2
1997-12-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1997-12-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6442.0
1997-12-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7284.3
1997-12-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7281.0
1997-12-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,7943.0
1997-12-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,7942.9
1998-01-01 00:00:00,1998-03-26 00:00:00,1998-03-02 00:00:00,5353.8
1998-01-01 00:00:00,1998-04-30 00:00:00,1998-03-27 00:00:00,5356.5
1998-01-01 00:00:00,1998-05-28 00:00:00,1998-05-01 00:00:00,5354.0
1998-01-01 00:00:00,1998-06-25 00:00:00,1998-05-29 00:00:00,5332.2
1998-01-01 00:00:00,1998-08-02 00:00:00,1998-06-26 00:00:00,5331.4
1998-01-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,5264.9
1998-01-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6005.3
1998-01-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,5986.2
1998-01-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6008.8
1998-01-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6019.1
1998-01-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-01-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6500.3
1998-01-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7356.8
1998-01-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7353.4
1998-01-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8015.2
1998-01-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8015.0
1998-02-01 00:00:00,1998-04-30 00:00:00,1998-03-27 00:00:00,5382.7
1998-02-01 00:00:00,1998-05-28 00:00:00,1998-05-01 00:00:00,5381.6
1998-02-01 00:00:00,1998-06-25 00:00:00,1998-05-29 00:00:00,5354.7
1998-02-01 00:00:00,1998-08-02 00:00:00,1998-06-26 00:00:00,5350.8
1998-02-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,5287.0
1998-02-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6029.5
1998-02-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6011.0
1998-02-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6042.9
1998-02-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6063.7
1998-02-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-02-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6545.3
1998-02-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7408.4
1998-02-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7405.0
1998-02-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8067.2
1998-02-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8067.0
1998-03-01 00:00:00,1998-05-28 00:00:00,1998-05-01 00:00:00,5400.5
1998-03-01 00:00:00,1998-06-25 00:00:00,1998-05-29 00:00:00,5369.6
1998-03-01 00:00:00,1998-08-02 00:00:00,1998-06-26 00:00:00,5367.8
1998-03-01 00:00:00,1999-11-01 00:00:00,1998-08-03 00:00:00,5309.5
1998-03-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6059.7
1998-03-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6041.8
1998-03-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6076.7
1998-03-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6110.8
1998-03-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-03-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6584.7
1998-03-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7453.6
1998-03-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7450.2
1998-03-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8114.2
1998-03-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8114.0
1998-04-01 00:00:00,1998-06-25 00:00:00,1998-05-29 00:00:00,5382.3
1998-04-01 00:00:00,1998-08-02 00:00:00,1998-06-26 00:00:00,5379.9
1998-04-01 00:00:00,1998-08-27 00:00:00,1998-08-03 00:00:00,5318.1
1998-04-01 00:00:00,1998-09-24 00:00:00,1998-08-28 00:00:00,5316.9
1998-04-01 00:00:00,1999-11-01 00:00:00,1998-09-25 00:00:00,5311.7
1998-04-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6068.1
1998-04-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6049.9
1998-04-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6087.9
1998-04-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6128.1
1998-04-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-04-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6607.2
1998-04-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7477.0
1998-04-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7473.6
1998-04-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8140.7
1998-04-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8140.5
1998-05-01 00:00:00,1998-08-02 00:00:00,1998-06-26 00:00:00,5394.7
1998-05-01 00:00:00,1998-08-27 00:00:00,1998-08-03 00:00:00,5324.2
1998-05-01 00:00:00,1998-09-24 00:00:00,1998-08-28 00:00:00,5323.1
1998-05-01 00:00:00,1999-11-01 00:00:00,1998-09-25 00:00:00,5318.8
1998-05-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6083.5
1998-05-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6065.5
1998-05-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6111.2
1998-05-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6152.7
1998-05-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-05-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6635.6
1998-05-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7507.6
1998-05-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7504.1
1998-05-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8173.7
1998-05-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8173.6
1998-06-01 00:00:00,1998-08-27 00:00:00,1998-08-03 00:00:00,5331.9
1998-06-01 00:00:00,1998-09-24 00:00:00,1998-08-28 00:00:00,5335.8
1998-06-01 00:00:00,1999-11-01 00:00:00,1998-09-25 00:00:00,5334.0
1998-06-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6110.9
1998-06-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6093.1
1998-06-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6131.8
1998-06-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6180.1
1998-06-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-06-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6673.3
1998-06-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7551.5
1998-06-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7548.1
1998-06-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8220.0
1998-06-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8219.9
1998-07-01 00:00:00,1998-09-24 00:00:00,1998-08-28 00:00:00,5349.3
1998-07-01 00:00:00,1998-11-01 00:00:00,1998-09-25 00:00:00,5347.3
1998-07-01 00:00:00,1998-11-24 00:00:00,1998-11-02 00:00:00,5345.3
1998-07-01 00:00:00,1998-12-23 00:00:00,1998-11-25 00:00:00,5348.3
1998-07-01 00:00:00,1999-11-01 00:00:00,1998-12-24 00:00:00,5347.1
1998-07-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6137.3
1998-07-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6119.5
1998-07-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6146.9
1998-07-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6193.2
1998-07-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-07-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6686.6
1998-07-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7566.2
1998-07-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7562.8
1998-07-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8234.9
1998-07-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8234.8
1998-08-01 00:00:00,1998-11-01 00:00:00,1998-09-25 00:00:00,5366.4
1998-08-01 00:00:00,1998-11-24 00:00:00,1998-11-02 00:00:00,5356.1
1998-08-01 00:00:00,1998-12-23 00:00:00,1998-11-25 00:00:00,5361.0
1998-08-01 00:00:00,1999-11-01 00:00:00,1998-12-24 00:00:00,5363.0
1998-08-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6155.6
1998-08-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6137.8
1998-08-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6165.1
1998-08-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6210.5
1998-08-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-08-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6711.8
1998-08-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7591.6
1998-08-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7588.2
1998-08-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8261.9
1998-08-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8261.8
1998-09-01 00:00:00,1998-11-24 00:00:00,1998-11-02 00:00:00,5366.6
1998-09-01 00:00:00,1998-12-23 00:00:00,1998-11-25 00:00:00,5377.4
1998-09-01 00:00:00,1999-11-01 00:00:00,1998-12-24 00:00:00,5382.3
1998-09-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6171.2
1998-09-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6153.4
1998-09-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6180.5
1998-09-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6226.0
1998-09-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-09-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6734.3
1998-09-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7615.1
1998-09-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7611.6
1998-09-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8287.5
1998-09-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8287.3
1998-10-01 00:00:00,1998-12-23 00:00:00,1998-11-25 00:00:00,5391.2
1998-10-01 00:00:00,1999-01-31 00:00:00,1998-12-24 00:00:00,5395.3
1998-10-01 00:00:00,1999-02-28 00:00:00,1999-02-01 00:00:00,5392.7
1998-10-01 00:00:00,1999-03-31 00:00:00,1999-03-01 00:00:00,5393.1
1998-10-01 00:00:00,1999-11-01 00:00:00,1999-04-01 00:00:00,5393.8
1998-10-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6192.6
1998-10-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6175.2
1998-10-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6195.5
1998-10-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6235.2
1998-10-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-10-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6741.4
1998-10-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7627.0
1998-10-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7623.5
1998-10-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8301.2
1998-10-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8301.1
1998-11-01 00:00:00,1999-01-31 00:00:00,1998-12-24 00:00:00,5414.3
1998-11-01 00:00:00,1999-02-28 00:00:00,1999-02-01 00:00:00,5408.8
1998-11-01 00:00:00,1999-03-31 00:00:00,1999-03-01 00:00:00,5439.8
1998-11-01 00:00:00,1999-11-01 00:00:00,1999-04-01 00:00:00,5441.3
1998-11-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6252.9
1998-11-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6235.3
1998-11-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6245.5
1998-11-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6251.6
1998-11-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-11-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6769.7
1998-11-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7653.8
1998-11-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7650.3
1998-11-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8335.2
1998-11-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8335.0
1998-12-01 00:00:00,1999-02-28 00:00:00,1999-02-01 00:00:00,5432.9
1998-12-01 00:00:00,1999-03-31 00:00:00,1999-03-01 00:00:00,5426.5
1998-12-01 00:00:00,1999-11-01 00:00:00,1999-04-01 00:00:00,5428.6
1998-12-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6234.3
1998-12-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6216.5
1998-12-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6216.6
1998-12-01 00:00:00,2003-12-22 00:00:00,2001-07-31 00:00:00,6252.9
1998-12-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1998-12-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6777.9
1998-12-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7658.9
1998-12-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7655.4
1998-12-01 00:00:00,2015-08-02 00:00:00,2013-08-02 00:00:00,8349.6
1998-12-01 00:00:00,2018-06-30 00:00:00,2015-08-03 00:00:00,8349.5
1999-01-01 00:00:00,1999-03-31 00:00:00,1999-03-01 00:00:00,5455.9
1999-01-01 00:00:00,1999-05-02 00:00:00,1999-04-01 00:00:00,5461.4
1999-01-01 00:00:00,1999-05-27 00:00:00,1999-05-03 00:00:00,5458.4
1999-01-01 00:00:00,1999-06-27 00:00:00,1999-05-28 00:00:00,5457.5
1999-01-01 00:00:00,1999-11-01 00:00:00,1999-06-28 00:00:00,5448.9
1999-01-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6261.2
1999-01-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6243.1
1999-01-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6240.4
1999-01-01 00:00:00,2002-08-01 00:00:00,2001-07-31 00:00:00,6258.2
1999-01-01 00:00:00,2003-12-22 00:00:00,2002-08-02 00:00:00,6276.7
1999-01-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1999-01-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6797.4
1999-01-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7684.0
1999-01-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7680.5
1999-01-01 00:00:00,2014-07-31 00:00:00,2013-08-02 00:00:00,8381.8
1999-01-01 00:00:00,2018-06-30 00:00:00,2014-08-01 00:00:00,8381.7
1999-02-01 00:00:00,1999-05-02 00:00:00,1999-04-01 00:00:00,5488.8
1999-02-01 00:00:00,1999-05-27 00:00:00,1999-05-03 00:00:00,5481.8
1999-02-01 00:00:00,1999-06-27 00:00:00,1999-05-28 00:00:00,5479.6
1999-02-01 00:00:00,1999-11-01 00:00:00,1999-06-28 00:00:00,5468.3
1999-02-01 00:00:00,2000-04-11 00:00:00,1999-11-02 00:00:00,6291.1
1999-02-01 00:00:00,2000-07-31 00:00:00,2000-04-12 00:00:00,6272.7
1999-02-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6264.4
1999-02-01 00:00:00,2002-08-01 00:00:00,2001-07-31 00:00:00,6265.7
1999-02-01 00:00:00,2003-12-22 00:00:00,2002-08-02 00:00:00,6286.3
1999-02-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1999-02-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6816.7
1999-02-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7702.0
1999-02-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7698.4
1999-02-01 00:00:00,2018-06-30 00:00:00,2013-08-02 00:00:00,8409.0
1999-03-01 00:00:00,1999-05-27 00:00:00,1999-05-03 00:00:00,5505.5
1999-03-01 00:00:00,1999-06-27 00:00:00,1999-05-28 00:00:00,5499.9
1999-03-01 00:00:00,1999-11-01 00:00:00,1999-06-28 00:00:00,5487.3
1999-03-01 00:00:00,2000-04-04 00:00:00,1999-11-02 00:00:00,6315.5
1999-03-01 00:00:00,2000-07-31 00:00:00,2000-04-05 00:00:00,6297.2
1999-03-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6286.3
1999-03-01 00:00:00,2002-08-01 00:00:00,2001-07-31 00:00:00,6280.9
1999-03-01 00:00:00,2003-12-22 00:00:00,2002-08-02 00:00:00,6302.1
1999-03-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1999-03-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6824.7
1999-03-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7709.1
1999-03-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7705.6
1999-03-01 00:00:00,2014-07-31 00:00:00,2013-08-02 00:00:00,8418.7
1999-03-01 00:00:00,2018-06-30 00:00:00,2014-08-01 00:00:00,8418.6
1999-04-01 00:00:00,1999-06-27 00:00:00,1999-05-28 00:00:00,5495.7
1999-04-01 00:00:00,1999-07-29 00:00:00,1999-06-28 00:00:00,5484.1
1999-04-01 00:00:00,1999-08-26 00:00:00,1999-07-30 00:00:00,5478.2
1999-04-01 00:00:00,1999-09-30 00:00:00,1999-08-27 00:00:00,5478.0
1999-04-01 00:00:00,1999-11-01 00:00:00,1999-10-01 00:00:00,5476.8
1999-04-01 00:00:00,2000-04-04 00:00:00,1999-11-02 00:00:00,6308.3
1999-04-01 00:00:00,2000-07-31 00:00:00,2000-04-05 00:00:00,6289.9
1999-04-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6280.8
1999-04-01 00:00:00,2002-08-01 00:00:00,2001-07-31 00:00:00,6278.0
1999-04-01 00:00:00,2003-12-22 00:00:00,2002-08-02 00:00:00,6285.7
1999-04-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1999-04-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6805.5
1999-04-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7696.3
1999-04-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7692.8
1999-04-01 00:00:00,2014-07-31 00:00:00,2013-08-02 00:00:00,8402.7
1999-04-01 00:00:00,2018-06-30 00:00:00,2014-08-01 00:00:00,8402.6
1999-05-01 00:00:00,1999-07-29 00:00:00,1999-06-28 00:00:00,5501.8
1999-05-01 00:00:00,1999-08-26 00:00:00,1999-07-30 00:00:00,5491.8
1999-05-01 00:00:00,1999-09-30 00:00:00,1999-08-27 00:00:00,5490.0
1999-05-01 00:00:00,1999-11-01 00:00:00,1999-10-01 00:00:00,5493.2
1999-05-01 00:00:00,2000-04-04 00:00:00,1999-11-02 00:00:00,6328.2
1999-05-01 00:00:00,2000-07-31 00:00:00,2000-04-05 00:00:00,6309.8
1999-05-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6294.3
1999-05-01 00:00:00,2002-08-01 00:00:00,2001-07-31 00:00:00,6298.7
1999-05-01 00:00:00,2003-12-22 00:00:00,2002-08-02 00:00:00,6299.3
1999-05-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1999-05-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6821.6
1999-05-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7712.9
1999-05-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7709.4
1999-05-01 00:00:00,2014-07-31 00:00:00,2013-08-02 00:00:00,8420.2
1999-05-01 00:00:00,2018-06-30 00:00:00,2014-08-01 00:00:00,8420.1
1999-06-01 00:00:00,1999-08-26 00:00:00,1999-07-30 00:00:00,5531.1
1999-06-01 00:00:00,1999-09-30 00:00:00,1999-08-27 00:00:00,5532.4
1999-06-01 00:00:00,1999-11-01 00:00:00,1999-10-01 00:00:00,5539.3
1999-06-01 00:00:00,2000-04-04 00:00:00,1999-11-02 00:00:00,6380.9
1999-06-01 00:00:00,2000-07-31 00:00:00,2000-04-05 00:00:00,6362.3
1999-06-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6344.7
1999-06-01 00:00:00,2002-08-01 00:00:00,2001-07-31 00:00:00,6323.3
1999-06-01 00:00:00,2003-12-22 00:00:00,2002-08-02 00:00:00,6318.2
1999-06-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1999-06-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6839.3
1999-06-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7738.7
1999-06-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7735.2
1999-06-01 00:00:00,2014-07-31 00:00:00,2013-08-02 00:00:00,8449.0
1999-06-01 00:00:00,2018-06-30 00:00:00,2014-08-01 00:00:00,8448.9
1999-07-01 00:00:00,1999-09-30 00:00:00,1999-08-27 00:00:00,5528.3
1999-07-01 00:00:00,1999-11-01 00:00:00,1999-10-01 00:00:00,5532.9
1999-07-01 00:00:00,1999-11-25 00:00:00,1999-11-02 00:00:00,6378.2
1999-07-01 00:00:00,1999-12-22 00:00:00,1999-11-26 00:00:00,6377.0
1999-07-01 00:00:00,2000-04-04 00:00:00,1999-12-23 00:00:00,6377.8
1999-07-01 00:00:00,2000-07-31 00:00:00,2000-04-05 00:00:00,6359.2
1999-07-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6331.3
1999-07-01 00:00:00,2002-08-01 00:00:00,2001-07-31 00:00:00,6324.4
1999-07-01 00:00:00,2003-12-22 00:00:00,2002-08-02 00:00:00,6312.5
1999-07-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1999-07-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6843.0
1999-07-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7746.7
1999-07-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7743.1
1999-07-01 00:00:00,2014-07-31 00:00:00,2013-08-02 00:00:00,8458.5
1999-07-01 00:00:00,2018-06-30 00:00:00,2014-08-01 00:00:00,8458.4
1999-08-01 00:00:00,1999-11-01 00:00:00,1999-10-01 00:00:00,5560.3
1999-08-01 00:00:00,1999-11-25 00:00:00,1999-11-02 00:00:00,6398.0
1999-08-01 00:00:00,1999-12-22 00:00:00,1999-11-26 00:00:00,6400.5
1999-08-01 00:00:00,2000-04-04 00:00:00,1999-12-23 00:00:00,6403.5
1999-08-01 00:00:00,2000-07-31 00:00:00,2000-04-05 00:00:00,6384.7
1999-08-01 00:00:00,2001-07-30 00:00:00,2000-08-01 00:00:00,6366.4
1999-08-01 00:00:00,2002-08-01 00:00:00,2001-07-31 00:00:00,6356.2
1999-08-01 00:00:00,2003-12-22 00:00:00,2002-08-02 00:00:00,6347.4
1999-08-01 00:00:00,2003-12-30 00:00:00,2003-12-23 00:00:00,
1999-08-01 00:00:00,2009-08-03 00:00:00,2003-12-31 00:00:00,6870.7
1999-08-01 00:00:00,2011-08-01 00:00:00,2009-08-04 00:00:00,7778.9
1999-08-01 00:00:00,2013-08-01 00:00:00,2011-08-02 00:00:00,7775.3
1999-08-01 00:00:00,2014-07-31 00:00:00,2013-08-02 00:00:00,8494.6
1999-08-01 00:00:00,2018-06-30 00:00:00,2014-08-01 00:00:00,8494.4
1999-09-01 00:00:00,1999-11-25 00:00:00,1999-11-02 00:00:00,6361.2
1999-09-01 00:00:00,1999-12-22 00:00:00,1999-11-26 00:00:00,6364.9
1999-09-01 00:00:00,2000-03-30 00:00:00,1999-12-23 00:00:00,6373.3
1999-09-01 00:00:00,2000-07-31 00:00:00,2000-03-31 00:00:00,6354.7
