date,realtime_end,realtime_start,AWH
1991-07-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.0
1991-07-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,82.4
1991-07-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,82.5
1991-07-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,82.4
1991-07-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.3
1991-08-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.2
1991-08-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.1
1991-08-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.3
1991-08-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,82.5
1991-08-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,82.4
1991-08-01 00:00:00,2018-02-01 00:00:00,2016-02-05 00:00:00,82.3
1991-08-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,82.4
1991-09-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.8
1991-09-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.6
1991-09-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.4
1991-09-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,82.5
1991-09-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.4
1991-10-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.2
1991-10-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.0
1991-10-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.3
1991-10-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,82.7
1991-10-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,82.8
1991-10-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,82.7
1991-10-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.6
1991-11-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.2
1991-11-01 00:00:00,2003-06-05 00:00:00,1997-06-06 00:00:00,120.1
1991-11-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,82.4
1991-11-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.3
1991-12-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.7
1991-12-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.5
1991-12-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.1
1991-12-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,82.5
1991-12-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,82.4
1991-12-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.3
1992-01-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,119.8
1992-01-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,119.9
1992-01-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.0
1992-01-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,82.5
1992-01-01 00:00:00,2018-02-01 00:00:00,2013-02-01 00:00:00,82.4
1992-01-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,82.3
1992-02-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.9
1992-02-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.7
1992-02-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.0
1992-02-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,82.5
1992-02-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,82.4
1992-02-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,82.3
1992-03-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.8
1992-03-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.6
1992-03-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.1
1992-03-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,82.5
1992-03-01 00:00:00,2018-06-30 00:00:00,2013-02-01 00:00:00,82.4
1992-04-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.8
1992-04-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.5
1992-04-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.9
1992-04-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,83.1
1992-04-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,83.2
1992-04-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.1
1992-04-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.0
1992-05-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.0
1992-05-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.8
1992-05-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.3
1992-05-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,83.0
1992-05-01 00:00:00,2012-02-02 00:00:00,2004-02-06 00:00:00,83.1
1992-05-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,83.3
1992-05-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,83.2
1992-05-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,83.1
1992-06-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.9
1992-06-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.7
1992-06-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,120.8
1992-06-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,82.8
1992-06-01 00:00:00,2012-02-02 00:00:00,2004-02-06 00:00:00,82.9
1992-06-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,83.1
1992-06-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,83.0
1992-06-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,82.9
1992-07-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,120.9
1992-07-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,120.8
1992-07-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.1
1992-07-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.1
1992-07-01 00:00:00,2018-06-30 00:00:00,2013-02-01 00:00:00,83.0
1992-08-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.7
1992-08-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.6
1992-08-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.3
1992-08-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.2
1992-08-01 00:00:00,2018-02-01 00:00:00,2013-02-01 00:00:00,83.1
1992-08-01 00:00:00,2018-06-30 00:00:00,2018-02-02 00:00:00,83.0
1992-09-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.2
1992-09-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.0
1992-09-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.5
1992-09-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,83.5
1992-09-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,83.6
1992-09-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.5
1992-09-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.4
1992-10-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,121.6
1992-10-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.5
1992-10-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,121.8
1992-10-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.5
1992-10-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,83.4
1992-10-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,83.3
1992-11-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,122.6
1992-11-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.4
1992-11-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.0
1992-11-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,83.6
1992-11-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,83.7
1992-11-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.6
1992-11-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.5
1992-12-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,122.0
1992-12-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,121.9
1992-12-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.1
1992-12-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,83.9
1992-12-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,83.8
1992-12-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,83.7
1993-01-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,122.4
1993-01-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.7
1993-01-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.8
1993-01-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,84.4
1993-01-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.3
1993-02-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,123.3
1993-02-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,123.1
1993-02-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,123.4
1993-02-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,84.7
1993-02-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.6
1993-03-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,122.3
1993-03-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,122.2
1993-03-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,122.5
1993-03-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,84.1
1993-03-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,84.0
1993-04-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,123.6
1993-04-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,123.5
1993-04-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,123.8
1993-04-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,85.1
1993-04-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,85.0
1993-05-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,124.7
1993-05-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,124.6
1993-05-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,124.2
1993-05-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,85.2
1993-05-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,85.1
1993-05-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,85.0
1993-06-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,124.2
1993-06-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,124.1
1993-06-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,124.2
1993-06-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,85.3
1993-06-01 00:00:00,2018-06-30 00:00:00,2013-02-01 00:00:00,85.2
1993-07-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,124.9
1993-07-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,124.8
1993-07-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,124.9
1993-07-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,85.7
1993-07-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,85.8
1993-07-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,85.7
1993-07-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,85.6
1993-08-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,125.7
1993-08-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,125.5
1993-08-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,125.1
1993-08-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,85.7
1993-08-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,85.6
1993-09-01 00:00:00,1998-06-04 00:00:00,1997-02-07 00:00:00,125.4
1993-09-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,125.6
1993-09-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,86.2
1993-09-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,86.1
1993-09-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,86.0
1993-10-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,125.8
1993-10-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,125.7
1993-10-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,126.1
1993-10-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,86.4
1993-10-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,86.5
1993-10-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,86.4
1993-10-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,86.3
1993-11-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,126.3
1993-11-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,126.1
1993-11-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,126.3
1993-11-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,86.7
1993-11-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,86.6
1993-12-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,126.7
1993-12-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,126.5
1993-12-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,126.7
1993-12-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,86.9
1993-12-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,87.0
1993-12-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,86.9
1993-12-01 00:00:00,2017-02-02 00:00:00,2016-02-05 00:00:00,87.1
1993-12-01 00:00:00,2018-06-30 00:00:00,2017-02-03 00:00:00,86.8
1994-01-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,127.6
1994-01-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,128.0
1994-01-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,127.1
1994-01-01 00:00:00,2003-06-05 00:00:00,1999-06-04 00:00:00,127.0
1994-01-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,87.2
1994-01-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,87.1
1994-02-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,126.7
1994-02-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,126.4
1994-02-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,126.8
1994-02-01 00:00:00,2003-06-05 00:00:00,1999-06-04 00:00:00,126.7
1994-02-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,86.9
1994-02-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,86.8
1994-03-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,128.5
1994-03-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,128.3
1994-03-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,128.5
1994-03-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,88.1
1994-03-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,88.0
1994-04-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,128.8
1994-04-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,128.7
1994-04-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,128.9
1994-04-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,88.4
1994-04-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,88.5
1994-04-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,88.4
1994-04-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,88.3
1994-05-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,129.7
1994-05-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,129.6
1994-05-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,129.4
1994-05-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,88.7
1994-05-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,88.8
1994-05-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,88.7
1994-05-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,88.6
1994-06-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,129.8
1994-06-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,129.7
1994-06-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,129.9
1994-06-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,89.0
1994-06-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,89.1
1994-06-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,89.0
1994-06-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,88.9
1994-07-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,130.1
1994-07-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,130.2
1994-07-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,130.4
1994-07-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,89.6
1994-07-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,89.7
1994-07-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,89.6
1994-07-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,89.5
1994-08-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,130.3
1994-08-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,130.2
1994-08-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,130.5
1994-08-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,89.7
1994-08-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,89.6
1994-08-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,89.5
1994-09-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,131.0
1994-09-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,130.7
1994-09-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,131.0
1994-09-01 00:00:00,2003-06-05 00:00:00,1999-06-04 00:00:00,130.8
1994-09-01 00:00:00,2012-02-02 00:00:00,2003-06-06 00:00:00,89.7
1994-09-01 00:00:00,2013-01-31 00:00:00,2012-02-03 00:00:00,90.0
1994-09-01 00:00:00,2018-06-30 00:00:00,2013-02-01 00:00:00,89.9
1994-10-01 00:00:00,1998-06-04 00:00:00,1997-02-07 00:00:00,132.0
1994-10-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,131.5
1994-10-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,90.2
1994-10-01 00:00:00,2018-06-30 00:00:00,2013-02-01 00:00:00,90.1
1994-11-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,131.8
1994-11-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,90.6
1994-11-01 00:00:00,2018-06-30 00:00:00,2013-02-01 00:00:00,90.5
1994-12-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,132.5
1994-12-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,132.1
1994-12-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,132.4
1994-12-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,90.8
1994-12-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,90.9
1994-12-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,90.8
1994-12-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,90.7
1995-01-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,133.2
1995-01-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,133.6
1995-01-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,133.0
1995-01-01 00:00:00,2003-06-05 00:00:00,1999-06-04 00:00:00,132.7
1995-01-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,91.1
1995-01-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,91.2
1995-01-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,91.1
1995-01-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,91.0
1995-02-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,132.7
1995-02-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,132.6
1995-02-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,132.7
1995-02-01 00:00:00,2003-06-05 00:00:00,1999-06-04 00:00:00,132.6
1995-02-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,91.0
1995-02-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,91.1
1995-02-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,91.0
1995-02-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,90.9
1995-03-01 00:00:00,1998-06-04 00:00:00,1997-02-07 00:00:00,132.8
1995-03-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,132.9
1995-03-01 00:00:00,2012-02-02 00:00:00,2003-06-06 00:00:00,91.3
1995-03-01 00:00:00,2014-02-06 00:00:00,2012-02-03 00:00:00,91.0
1995-03-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,90.9
1995-04-01 00:00:00,1998-06-04 00:00:00,1997-02-07 00:00:00,133.7
1995-04-01 00:00:00,2000-06-01 00:00:00,1998-06-05 00:00:00,133.0
1995-04-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,132.9
1995-04-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,91.1
1995-04-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,91.2
1995-04-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,91.1
1995-04-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,91.0
1995-05-01 00:00:00,1998-06-04 00:00:00,1997-02-07 00:00:00,131.9
1995-05-01 00:00:00,2000-06-01 00:00:00,1998-06-05 00:00:00,132.5
1995-05-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,132.4
1995-05-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,90.9
1995-05-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,90.8
1995-06-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,133.2
1995-06-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,133.0
1995-06-01 00:00:00,1999-06-03 00:00:00,1998-06-05 00:00:00,133.2
1995-06-01 00:00:00,2000-06-01 00:00:00,1999-06-04 00:00:00,133.3
1995-06-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,133.2
1995-06-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,91.4
1995-06-01 00:00:00,2016-02-04 00:00:00,2013-02-01 00:00:00,91.3
1995-06-01 00:00:00,2018-06-30 00:00:00,2016-02-05 00:00:00,91.2
1995-07-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,133.5
1995-07-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,133.6
1995-07-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,133.2
1995-07-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,91.4
1995-07-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,91.5
1995-07-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,91.4
1995-07-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,91.3
1995-08-01 00:00:00,1998-06-04 00:00:00,1997-02-07 00:00:00,133.4
1995-08-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,133.7
1995-08-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,91.7
1995-08-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,91.6
1995-09-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,134.0
1995-09-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,133.9
1995-09-01 00:00:00,2000-06-01 00:00:00,1998-06-05 00:00:00,134.1
1995-09-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,134.0
1995-09-01 00:00:00,2004-02-05 00:00:00,2003-06-06 00:00:00,91.9
1995-09-01 00:00:00,2013-01-31 00:00:00,2004-02-06 00:00:00,92.0
1995-09-01 00:00:00,2014-02-06 00:00:00,2013-02-01 00:00:00,91.9
1995-09-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,91.8
1995-10-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,134.3
1995-10-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,134.4
1995-10-01 00:00:00,2000-06-01 00:00:00,1998-06-05 00:00:00,134.0
1995-10-01 00:00:00,2003-06-05 00:00:00,2000-06-02 00:00:00,134.1
1995-10-01 00:00:00,2014-02-06 00:00:00,2003-06-06 00:00:00,92.1
1995-10-01 00:00:00,2018-06-30 00:00:00,2014-02-07 00:00:00,92.0
1995-11-01 00:00:00,2003-06-05 00:00:00,1997-02-07 00:00:00,134.3
1995-11-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,92.2
1995-11-01 00:00:00,2018-06-30 00:00:00,2013-02-01 00:00:00,92.1
1995-12-01 00:00:00,1997-06-05 00:00:00,1997-02-07 00:00:00,134.3
1995-12-01 00:00:00,1998-06-04 00:00:00,1997-06-06 00:00:00,133.9
1995-12-01 00:00:00,2003-06-05 00:00:00,1998-06-05 00:00:00,134.2
1995-12-01 00:00:00,2013-01-31 00:00:00,2003-06-06 00:00:00,92.1
1995-12-01 00:00:00,2018-06-30 00:00:00,2013-02-01 00:00:00,92.0
