date,realtime_end,realtime_start,IP
1996-05-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,118.873
1996-05-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,92.527
1996-05-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,92.487
1996-05-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,92.517
1996-05-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,92.599
1996-05-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,83.116
1996-05-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,83.1157
1996-05-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,82.703
1996-05-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,83.482
1996-05-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,83.4878
1996-05-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,74.2525
1996-05-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,74.3899
1996-05-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,74.575
1996-05-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,74.5297
1996-05-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,74.5812
1996-05-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,77.3465
1996-05-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,77.695
1996-05-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,77.3269
1996-05-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,77.0169
1996-06-01 00:00:00,1996-08-14 00:00:00,1996-07-16 00:00:00,125.7
1996-06-01 00:00:00,1996-09-16 00:00:00,1996-08-15 00:00:00,126.0
1996-06-01 00:00:00,1996-10-16 00:00:00,1996-09-17 00:00:00,126.2
1996-06-01 00:00:00,1997-01-26 00:00:00,1996-10-17 00:00:00,126.4
1996-06-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,115.466
1996-06-01 00:00:00,1998-11-23 00:00:00,1997-12-09 00:00:00,118.897
1996-06-01 00:00:00,1999-11-29 00:00:00,1998-11-24 00:00:00,120.033
1996-06-01 00:00:00,2000-12-04 00:00:00,1999-11-30 00:00:00,119.821
1996-06-01 00:00:00,2001-11-26 00:00:00,2000-12-05 00:00:00,119.989
1996-06-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,119.759
1996-06-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,93.356
1996-06-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,93.319
1996-06-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,93.351
1996-06-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,93.449
1996-06-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,83.812
1996-06-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,83.8116
1996-06-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,83.4224
1996-06-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,84.2217
1996-06-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,84.2261
1996-06-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,74.9277
1996-06-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,75.0599
1996-06-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,75.2617
1996-06-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,75.1926
1996-06-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,75.2056
1996-06-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,78.001
1996-06-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,78.3435
1996-06-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,77.9694
1996-06-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,77.6676
1996-07-01 00:00:00,1996-09-16 00:00:00,1996-08-15 00:00:00,126.2
1996-07-01 00:00:00,1996-10-16 00:00:00,1996-09-17 00:00:00,126.3
1996-07-01 00:00:00,1996-11-14 00:00:00,1996-10-17 00:00:00,126.4
1996-07-01 00:00:00,1997-01-26 00:00:00,1996-11-15 00:00:00,126.3
1996-07-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,115.495
1996-07-01 00:00:00,1998-11-23 00:00:00,1997-12-09 00:00:00,118.943
1996-07-01 00:00:00,1999-11-29 00:00:00,1998-11-24 00:00:00,120.308
1996-07-01 00:00:00,2000-12-04 00:00:00,1999-11-30 00:00:00,119.91
1996-07-01 00:00:00,2001-11-26 00:00:00,2000-12-05 00:00:00,119.936
1996-07-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,120.02
1996-07-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,93.328
1996-07-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,93.295
1996-07-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,93.249
1996-07-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,93.326
1996-07-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,83.666
1996-07-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,83.6663
1996-07-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,83.2927
1996-07-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,84.1144
1996-07-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,84.1534
1996-07-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,74.8354
1996-07-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,74.9704
1996-07-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,75.1819
1996-07-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,75.0932
1996-07-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,75.0578
1996-07-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,77.8617
1996-07-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,78.208
1996-07-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,77.8351
1996-07-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,77.5653
1996-08-01 00:00:00,1996-10-16 00:00:00,1996-09-17 00:00:00,126.9
1996-08-01 00:00:00,1996-12-15 00:00:00,1996-10-17 00:00:00,126.8
1996-08-01 00:00:00,1997-01-26 00:00:00,1996-12-16 00:00:00,126.9
1996-08-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,115.848
1996-08-01 00:00:00,1998-11-23 00:00:00,1997-12-09 00:00:00,119.253
1996-08-01 00:00:00,1999-11-29 00:00:00,1998-11-24 00:00:00,120.929
1996-08-01 00:00:00,2000-12-04 00:00:00,1999-11-30 00:00:00,120.698
1996-08-01 00:00:00,2001-11-26 00:00:00,2000-12-05 00:00:00,120.616
1996-08-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,120.746
1996-08-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,93.91
1996-08-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,93.881
1996-08-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,93.927
1996-08-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,93.941
1996-08-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,84.235
1996-08-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,84.2347
1996-08-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,83.8359
1996-08-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,84.6472
1996-08-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,84.677
1996-08-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,75.3239
1996-08-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,75.4519
1996-08-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,75.6653
1996-08-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,75.5821
1996-08-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,75.5237
1996-08-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,78.3178
1996-08-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,78.6658
1996-08-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,78.3005
1996-08-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.0121
1996-09-01 00:00:00,1996-11-14 00:00:00,1996-10-17 00:00:00,127.1
1996-09-01 00:00:00,1996-12-15 00:00:00,1996-11-15 00:00:00,127.2
1996-09-01 00:00:00,1997-01-16 00:00:00,1996-12-16 00:00:00,127.1
1996-09-01 00:00:00,1997-01-26 00:00:00,1997-01-17 00:00:00,127.2
1996-09-01 00:00:00,1997-12-08 00:00:00,1997-01-27 00:00:00,115.978
1996-09-01 00:00:00,1998-11-23 00:00:00,1997-12-09 00:00:00,119.613
1996-09-01 00:00:00,1999-11-29 00:00:00,1998-11-24 00:00:00,121.057
1996-09-01 00:00:00,2000-12-04 00:00:00,1999-11-30 00:00:00,121.247
1996-09-01 00:00:00,2001-11-26 00:00:00,2000-12-05 00:00:00,121.228
1996-09-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,121.408
1996-09-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,94.46
1996-09-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,94.436
1996-09-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,94.461
1996-09-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,94.534
1996-09-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,84.7
1996-09-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,84.6998
1996-09-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,84.2943
1996-09-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,85.0881
1996-09-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,85.1459
1996-09-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,75.7505
1996-09-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,75.8549
1996-09-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,76.0611
1996-09-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,75.9835
1996-09-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,76.0082
1996-09-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,78.8568
1996-09-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,79.1997
1996-09-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,78.8378
1996-09-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.5488
1996-10-01 00:00:00,1996-12-15 00:00:00,1996-11-15 00:00:00,126.6
1996-10-01 00:00:00,1997-01-16 00:00:00,1996-12-16 00:00:00,126.9
1996-10-01 00:00:00,1997-01-26 00:00:00,1997-01-17 00:00:00,127.1
1996-10-01 00:00:00,1997-02-13 00:00:00,1997-01-27 00:00:00,115.998
1996-10-01 00:00:00,1997-12-08 00:00:00,1997-02-14 00:00:00,116.231
1996-10-01 00:00:00,1998-11-23 00:00:00,1997-12-09 00:00:00,119.65
1996-10-01 00:00:00,1999-11-29 00:00:00,1998-11-24 00:00:00,121.157
1996-10-01 00:00:00,2000-12-04 00:00:00,1999-11-30 00:00:00,121.181
1996-10-01 00:00:00,2001-11-26 00:00:00,2000-12-05 00:00:00,121.192
1996-10-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,121.423
1996-10-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,94.579
1996-10-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,94.56
1996-10-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,94.549
1996-10-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,94.582
1996-10-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,84.731
1996-10-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,84.7308
1996-10-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,84.3328
1996-10-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,85.0992
1996-10-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,85.1562
1996-10-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,75.7463
1996-10-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,75.8425
1996-10-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,76.0523
1996-10-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,75.9867
1996-10-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,75.9507
1996-10-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,78.7966
1996-10-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,79.1389
1996-10-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,78.7843
1996-10-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,78.506
1996-11-01 00:00:00,1997-01-16 00:00:00,1996-12-16 00:00:00,128.0
1996-11-01 00:00:00,1997-01-26 00:00:00,1997-01-17 00:00:00,128.1
1996-11-01 00:00:00,1997-02-13 00:00:00,1997-01-27 00:00:00,116.894
1996-11-01 00:00:00,1997-03-13 00:00:00,1997-02-14 00:00:00,117.113
1996-11-01 00:00:00,1997-12-08 00:00:00,1997-03-14 00:00:00,117.216
1996-11-01 00:00:00,1998-11-23 00:00:00,1997-12-09 00:00:00,120.587
1996-11-01 00:00:00,1999-11-29 00:00:00,1998-11-24 00:00:00,121.907
1996-11-01 00:00:00,2000-12-04 00:00:00,1999-11-30 00:00:00,122.072
1996-11-01 00:00:00,2001-11-26 00:00:00,2000-12-05 00:00:00,122.379
1996-11-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,122.609
1996-11-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,95.469
1996-11-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,95.456
1996-11-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,95.444
1996-11-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,95.462
1996-11-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,85.555
1996-11-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,85.5545
1996-11-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,85.1255
1996-11-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,85.8396
1996-11-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,85.8679
1996-11-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,76.3798
1996-11-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,76.47
1996-11-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,76.6693
1996-11-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,76.6111
1996-11-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,76.6062
1996-11-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,79.4841
1996-11-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,79.8221
1996-11-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,79.4683
1996-11-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.1955
1996-12-01 00:00:00,1997-01-26 00:00:00,1997-01-17 00:00:00,129.1
1996-12-01 00:00:00,1997-02-13 00:00:00,1997-01-27 00:00:00,117.656
1996-12-01 00:00:00,1997-03-13 00:00:00,1997-02-14 00:00:00,117.67
1996-12-01 00:00:00,1997-04-15 00:00:00,1997-03-14 00:00:00,117.728
1996-12-01 00:00:00,1997-12-08 00:00:00,1997-04-16 00:00:00,117.697
1996-12-01 00:00:00,1998-11-23 00:00:00,1997-12-09 00:00:00,120.943
1996-12-01 00:00:00,1999-11-29 00:00:00,1998-11-24 00:00:00,122.32
1996-12-01 00:00:00,2000-12-04 00:00:00,1999-11-30 00:00:00,122.409
1996-12-01 00:00:00,2001-11-26 00:00:00,2000-12-05 00:00:00,122.881
1996-12-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,123.306
1996-12-01 00:00:00,2003-03-13 00:00:00,2002-12-05 00:00:00,96.064
1996-12-01 00:00:00,2003-11-09 00:00:00,2003-03-14 00:00:00,96.057
1996-12-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,95.967
1996-12-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,96.154
1996-12-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,86.12
1996-12-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,86.1201
1996-12-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,85.7284
1996-12-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,86.4207
1996-12-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,86.4252
1996-12-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,76.8695
1996-12-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,76.9589
1996-12-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,77.1534
1996-12-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,77.1026
1996-12-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,77.0862
1996-12-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,80.0103
1996-12-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,80.3307
1996-12-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,79.9829
1996-12-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.7144
1997-01-01 00:00:00,1997-03-13 00:00:00,1997-02-14 00:00:00,117.689
1997-01-01 00:00:00,1997-04-15 00:00:00,1997-03-14 00:00:00,117.565
1997-01-01 00:00:00,1997-05-14 00:00:00,1997-04-16 00:00:00,117.824
1997-01-01 00:00:00,1997-12-08 00:00:00,1997-05-15 00:00:00,117.765
1997-01-01 00:00:00,1998-11-23 00:00:00,1997-12-09 00:00:00,121.288
1997-01-01 00:00:00,1999-11-29 00:00:00,1998-11-24 00:00:00,122.986
1997-01-01 00:00:00,2000-12-04 00:00:00,1999-11-30 00:00:00,122.966
1997-01-01 00:00:00,2001-11-26 00:00:00,2000-12-05 00:00:00,123.457
1997-01-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,123.745
1997-01-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,96.34
1997-01-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,96.282
1997-01-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,96.441
1997-01-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,86.311
1997-01-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,86.3107
1997-01-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,85.8631
1997-01-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,86.5246
1997-01-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,86.519
1997-01-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,76.9506
1997-01-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,77.0441
1997-01-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,77.2352
1997-01-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,77.19
1997-01-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,77.2068
1997-01-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,80.1165
1997-01-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,80.4255
1997-01-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,80.0837
1997-01-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,79.8239
1997-02-01 00:00:00,1997-04-15 00:00:00,1997-03-14 00:00:00,118.13
1997-02-01 00:00:00,1997-05-14 00:00:00,1997-04-16 00:00:00,118.543
1997-02-01 00:00:00,1997-06-16 00:00:00,1997-05-15 00:00:00,118.369
1997-02-01 00:00:00,1997-12-08 00:00:00,1997-06-17 00:00:00,118.366
1997-02-01 00:00:00,1998-11-23 00:00:00,1997-12-09 00:00:00,122.064
1997-02-01 00:00:00,1999-11-29 00:00:00,1998-11-24 00:00:00,123.895
1997-02-01 00:00:00,2000-12-04 00:00:00,1999-11-30 00:00:00,124.03
1997-02-01 00:00:00,2001-11-26 00:00:00,2000-12-05 00:00:00,124.752
1997-02-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,125.136
1997-02-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,97.687
1997-02-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,97.65
1997-02-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,97.618
1997-02-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,87.349
1997-02-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,87.3487
1997-02-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,86.8852
1997-02-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,87.5768
1997-02-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,87.5842
1997-02-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,77.8694
1997-02-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,77.9662
1997-02-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,78.1589
1997-02-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,78.1257
1997-02-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,78.1421
1997-02-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,81.0984
1997-02-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,81.4045
1997-02-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,81.0483
1997-02-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,80.7816
1997-03-01 00:00:00,1997-05-14 00:00:00,1997-04-16 00:00:00,119.59
1997-03-01 00:00:00,1997-06-16 00:00:00,1997-05-15 00:00:00,119.043
1997-03-01 00:00:00,1997-07-15 00:00:00,1997-06-17 00:00:00,118.844
1997-03-01 00:00:00,1997-12-08 00:00:00,1997-07-16 00:00:00,118.846
1997-03-01 00:00:00,1998-11-23 00:00:00,1997-12-09 00:00:00,122.468
1997-03-01 00:00:00,1999-11-29 00:00:00,1998-11-24 00:00:00,124.356
1997-03-01 00:00:00,2000-12-04 00:00:00,1999-11-30 00:00:00,124.507
1997-03-01 00:00:00,2001-11-26 00:00:00,2000-12-05 00:00:00,125.043
1997-03-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,125.318
1997-03-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,98.071
1997-03-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,97.93
1997-03-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,98.086
1997-03-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,88.037
1997-03-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,88.0375
1997-03-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,87.5581
1997-03-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,88.2708
1997-03-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,88.2972
1997-03-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,78.508
1997-03-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,78.5927
1997-03-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,78.7709
1997-03-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,78.726
1997-03-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,78.6905
1997-03-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,81.6687
1997-03-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,81.9717
1997-03-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,81.6195
1997-03-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,81.3388
1997-04-01 00:00:00,1997-06-16 00:00:00,1997-05-15 00:00:00,118.994
1997-04-01 00:00:00,1997-07-15 00:00:00,1997-06-17 00:00:00,119.245
1997-04-01 00:00:00,1997-08-13 00:00:00,1997-07-16 00:00:00,119.302
1997-04-01 00:00:00,1997-12-08 00:00:00,1997-08-14 00:00:00,119.331
1997-04-01 00:00:00,1998-11-23 00:00:00,1997-12-09 00:00:00,123.073
1997-04-01 00:00:00,1999-11-29 00:00:00,1998-11-24 00:00:00,125.113
1997-04-01 00:00:00,2000-12-04 00:00:00,1999-11-30 00:00:00,125.236
1997-04-01 00:00:00,2001-11-26 00:00:00,2000-12-05 00:00:00,125.764
1997-04-01 00:00:00,2002-12-04 00:00:00,2001-11-27 00:00:00,126.067
1997-04-01 00:00:00,2003-11-09 00:00:00,2002-12-05 00:00:00,98.516
1997-04-01 00:00:00,2004-12-21 00:00:00,2003-11-10 00:00:00,98.422
1997-04-01 00:00:00,2005-11-06 00:00:00,2004-12-22 00:00:00,98.314
1997-04-01 00:00:00,2006-04-13 00:00:00,2005-11-07 00:00:00,87.965
1997-04-01 00:00:00,2006-12-10 00:00:00,2006-04-14 00:00:00,87.9652
1997-04-01 00:00:00,2008-03-27 00:00:00,2006-12-11 00:00:00,87.485
1997-04-01 00:00:00,2009-03-26 00:00:00,2008-03-28 00:00:00,88.2838
1997-04-01 00:00:00,2010-06-24 00:00:00,2009-03-27 00:00:00,88.3037
1997-04-01 00:00:00,2011-03-24 00:00:00,2010-06-25 00:00:00,78.5342
1997-04-01 00:00:00,2012-03-29 00:00:00,2011-03-25 00:00:00,78.6168
1997-04-01 00:00:00,2013-03-21 00:00:00,2012-03-30 00:00:00,78.7963
1997-04-01 00:00:00,2014-04-15 00:00:00,2013-03-22 00:00:00,78.7613
1997-04-01 00:00:00,2015-07-20 00:00:00,2014-04-16 00:00:00,78.7482
1997-04-01 00:00:00,2016-03-31 00:00:00,2015-07-21 00:00:00,81.7338
1997-04-01 00:00:00,2017-03-30 00:00:00,2016-04-01 00:00:00,82.0209
1997-04-01 00:00:00,2018-03-22 00:00:00,2017-03-31 00:00:00,81.6408
1997-04-01 00:00:00,2018-06-30 00:00:00,2018-03-23 00:00:00,81.3611
1997-05-01 00:00:00,1997-07-15 00:00:00,1997-06-17 00:00:00,119.737
1997-05-01 00:00:00,1997-08-13 00:00:00,1997-07-16 00:00:00,119.539
1997-05-01 00:00:00,1997-09-15 00:00:00,1997-08-14 00:00:00,119.304
